time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2021-08-22,27.7,24.8,31.7,84,21.1,,6.9,,1005.8,,
2021-08-23,29.2,25.0,33.0,81,0.5,,4.8,,1003.0,,
2021-08-24,30.6,26.8,34.9,83,0.0,,5.4,,1001.4,,
2021-08-25,31.1,27.8,35.4,79,0.0,,7.0,,999.0,,
2021-08-26,28.9,26.5,32.3,76,1.3,,7.3,,997.7,,
2021-08-27,28.8,25.6,32.2,75,1.2,,5.3,,1000.0,,
2021-08-28,28.9,23.7,35.8,84,15.0,,4.9,,1001.9,,
2021-08-29,28.8,24.5,34.4,80,5.1,,8.5,,1002.8,,
2021-08-30,29.6,24.8,34.8,77,0.0,,9.8,,1006.3,,
2021-08-31,27.5,25.3,30.8,76,0.9,,6.7,,1008.1,,
2021-09-01,26.1,23.9,28.2,83,2.4,,3.6,,1007.9,,
2021-09-02,29.1,26.3,32.9,80,0.5,,3.3,,1005.4,,
2021-09-03,27.9,25.1,32.9,81,0.0,,3.9,,1003.9,,
2021-09-04,28.5,25.9,33.1,85,0.0,,4.8,,1003.3,,
2021-09-05,30.5,26.5,35.2,77,1.0,,4.8,,1003.4,,
2021-09-06,31.2,28.0,35.8,73,0.0,,5.1,,1004.8,,
2021-09-07,28.6,26.3,31.7,74,1.6,,11.3,,1007.0,,
2021-09-08,28.5,26.7,30.9,69,0.6,,9.0,,1006.2,,
2021-09-09,29.4,24.5,34.4,71,25.9,,6.5,,1004.8,,
2021-09-10,28.6,24.8,33.9,75,19.1,,8.1,,1005.1,,
2021-09-11,27.0,26.2,33.0,74,0.8,,5.8,,1005.0,,
2021-09-12,25.5,23.6,29.3,79,15.0,,5.7,,1002.8,,
2021-09-13,28.1,24.6,34.5,74,17.0,,4.1,,1002.7,,
2021-09-14,28.6,24.8,34.5,71,4.1,,5.8,,1005.7,,
2021-09-15,30.3,25.1,34.6,59,0.3,,11.0,,1004.6,,
2021-09-16,28.6,23.9,34.6,71,0.0,,10.8,,1003.7,,
2021-09-17,27.3,23.8,34.6,74,46.0,,8.9,,1003.2,,
2021-09-18,29.4,24.7,34.3,73,0.0,,7.7,,1006.0,,
2021-09-19,28.5,24.9,32.6,72,0.2,,4.9,,1007.5,,
2021-09-20,28.0,24.8,31.8,78,2.6,,6.6,,1006.9,,
2021-09-21,26.6,24.7,34.4,80,1.0,,5.4,,1006.1,,
2021-09-22,27.2,24.8,30.4,84,5.1,,7.6,,1006.0,,
2021-09-23,23.7,23.4,30.4,88,7.1,,4.8,,1007.9,,
2021-09-24,28.4,22.2,34.0,74,31.0,,4.7,,1008.1,,
2021-09-25,28.9,24.0,34.0,74,0.0,,6.5,,1006.4,,
2021-09-26,26.5,23.0,29.5,80,0.9,,4.7,,1006.8,,
2021-09-27,28.0,23.2,32.7,70,0.0,,4.6,,1007.0,,
2021-09-28,28.0,24.1,32.4,68,0.1,,5.4,,1008.2,,
2021-09-29,28.0,23.6,32.3,66,0.1,,5.9,,1008.8,,
2021-09-30,27.3,24.6,31.2,76,2.9,,4.4,,1010.0,,
2021-10-01,28.7,24.6,33.9,76,0.0,,7.0,,1009.2,,
2021-10-02,27.1,23.5,31.8,73,1.1,,8.5,,1007.7,,
2021-10-03,27.8,23.9,32.6,66,0.1,,11.0,,1005.3,,
2021-10-04,28.6,24.1,33.8,61,0.0,,7.8,,1004.5,,
2021-10-05,28.5,24.7,34.4,67,0.0,,6.1,,1008.3,,
2021-10-06,27.1,21.7,32.8,62,0.0,,9.7,,1008.2,,
2021-10-07,27.1,21.9,32.4,58,0.0,,10.7,,1006.4,,
2021-10-08,27.5,22.4,32.9,56,0.0,,9.4,,1005.2,,
2021-10-09,28.0,23.1,34.2,51,0.0,,11.6,,1005.3,,
2021-10-10,27.0,20.2,34.0,47,0.0,,7.4,,1006.1,,
2021-10-11,27.1,21.1,33.5,47,0.0,,6.3,,1006.1,,
2021-10-12,27.1,20.5,34.1,42,0.0,,6.9,,1006.4,,
2021-10-13,25.5,19.6,31.7,53,0.0,,8.5,,1006.8,,
2021-10-14,25.9,20.4,32.3,55,0.0,,10.5,,1006.4,,
2021-10-15,26.1,19.7,33.6,52,0.0,,5.6,,1004.6,,
2021-10-16,26.9,21.0,34.3,49,0.0,,6.3,,1005.6,,
2021-10-17,23.7,21.8,27.3,70,14.9,,5.8,,1008.0,,
2021-10-18,21.0,19.1,22.2,90,131.1,,6.1,,1006.3,,
2021-10-19,21.8,16.9,27.4,74,0.0,,10.1,,1007.2,,
2021-10-20,23.3,19.5,28.8,65,0.0,,10.3,,1009.7,,
2021-10-21,23.3,19.4,29.1,65,0.0,,11.0,,1009.2,,
2021-10-22,22.8,19.3,28.1,60,0.0,,7.2,,1009.8,,
2021-10-23,23.2,18.7,27.7,59,0.0,,11.9,,1012.3,,
2021-10-24,16.7,16.5,31.1,81,4.1,,8.1,,1015.4,,
2021-10-25,20.4,15.4,31.1,68,4.1,,8.4,,1014.5,,
2021-10-26,20.6,15.0,28.0,70,0.0,,7.8,,1013.1,,
2021-10-27,20.0,15.7,25.7,66,0.0,,9.9,,1014.8,,
2021-10-28,19.4,14.0,25.9,63,0.0,,5.9,,1015.0,,
2021-10-29,19.8,14.8,26.3,64,0.0,,5.9,,1016.6,,
2021-10-30,20.5,15.8,26.6,58,0.0,,12.1,,1015.4,,
2021-10-31,20.8,15.3,31.0,47,0.0,,8.4,,1013.2,,
2021-11-01,19.0,13.9,26.0,55,0.0,,8.0,,1013.4,,
2021-11-02,20.8,15.1,26.8,46,0.2,,10.7,,1015.2,,
2021-11-03,21.5,15.2,30.0,48,0.5,,7.2,,1014.9,,
2021-11-04,20.5,13.1,30.0,51,0.0,,6.2,,1013.8,,
2021-11-05,19.1,13.7,26.1,52,0.0,,7.5,,1013.8,,
2021-11-06,20.5,16.4,26.8,47,0.0,,14.3,,1011.4,,
2021-11-07,19.5,14.7,26.0,52,0.0,,10.0,,1011.3,,
2021-11-08,19.9,15.5,26.7,49,0.0,,11.7,,1013.2,,
2021-11-09,19.1,13.5,26.8,50,0.0,,7.5,,1014.3,,
2021-11-10,19.3,13.5,27.0,51,0.0,,7.2,,1013.7,,
2021-11-11,19.5,14.2,27.3,53,0.0,,7.8,,1013.0,,
2021-11-12,19.3,13.7,26.8,49,0.0,,8.5,,1013.3,,
2021-11-13,18.9,13.9,26.3,53,0.0,,7.6,,1013.2,,
2021-11-14,18.1,12.4,24.9,55,0.0,,5.2,,1012.6,,
2021-11-15,17.8,12.2,24.8,55,0.0,,7.8,,1011.9,,
2021-11-16,17.3,12.1,24.7,54,0.0,,6.2,,1012.6,,
2021-11-17,16.8,11.5,23.8,62,0.0,,5.7,,1015.2,,
2021-11-18,16.7,11.6,23.6,64,0.0,,4.7,,1014.1,,
2021-11-19,17.1,12.3,24.2,66,0.0,,5.1,,1011.6,,
2021-11-20,17.2,12.5,24.6,61,0.0,,5.0,,1011.6,,
2021-11-21,17.9,11.9,25.7,55,0.0,,9.5,,1012.9,,
2021-11-22,18.4,15.0,24.7,47,0.0,,15.8,,1012.1,,
2021-11-23,17.7,13.7,24.3,49,0.0,,11.5,,1010.8,,
2021-11-24,16.7,11.4,24.2,54,0.0,,6.5,,1013.8,,
2021-11-25,17.1,11.8,24.2,52,0.0,,6.4,,1014.5,,
2021-11-26,16.7,11.8,23.5,54,0.0,,4.9,,1014.3,,
2021-11-27,16.5,11.7,23.4,58,0.0,,4.9,,1015.9,,
2021-11-28,16.6,11.4,23.9,61,0.0,,6.2,,1017.8,,
2021-11-29,16.6,10.8,23.9,57,0.0,,9.7,,1017.3,,
2021-11-30,16.4,13.0,23.5,56,0.0,,10.0,,1016.3,,
2021-12-01,16.0,12.4,21.0,62,0.0,,4.5,,1017.6,,
2021-12-02,16.8,14.3,20.2,65,0.0,,5.1,,1016.9,,
2021-12-03,17.7,14.7,22.7,72,0.9,,5.4,,1017.4,,
2021-12-04,18.8,12.1,23.4,66,0.0,,5.0,,1016.1,,
2021-12-05,17.0,13.6,22.7,70,0.4,,6.4,,1017.1,,
2021-12-06,15.5,12.1,20.4,72,0.4,,6.4,,1016.9,,
2021-12-07,15.0,9.2,21.7,61,0.0,,9.5,,1017.4,,
2021-12-08,14.5,10.0,21.3,64,0.0,,5.1,,1017.0,,
2021-12-09,15.2,10.7,21.5,63,0.0,,4.9,,1019.7,,
2021-12-10,15.0,9.9,21.8,65,0.0,,8.0,,1019.3,,
2021-12-11,13.9,8.6,20.9,59,0.0,,7.0,,1018.0,,
2021-12-12,14.0,9.7,19.8,59,0.0,,3.8,,1019.2,,
2021-12-13,13.9,9.7,20.0,67,0.0,,5.7,,1018.2,,
2021-12-14,12.9,8.6,19.1,71,0.0,,5.6,,1017.8,,
2021-12-15,12.2,7.5,19.6,63,0.0,,6.6,,1017.7,,
2021-12-16,11.4,6.9,17.8,60,0.0,,6.0,,1018.8,,
2021-12-17,10.7,6.9,16.8,61,0.0,,11.2,,1020.2,,
2021-12-18,10.9,7.3,16.5,56,0.0,,15.4,,1019.5,,
2021-12-19,10.1,5.4,16.6,63,0.0,,11.3,,1019.4,,
2021-12-20,10.6,5.8,17.0,63,0.0,,6.9,,1018.3,,
2021-12-21,11.3,6.6,18.0,64,0.0,,5.7,,1017.2,,
2021-12-22,12.4,7.8,19.7,63,0.0,,5.0,,1014.9,,
2021-12-23,12.7,9.8,16.9,66,0.0,,3.3,,1014.8,,
2021-12-24,13.6,6.6,23.0,65,0.0,,4.7,,1014.6,,
2021-12-25,12.9,8.0,19.8,66,0.0,,4.4,,1016.4,,
2021-12-26,12.3,7.8,16.8,66,0.1,,4.7,,1018.3,,
2021-12-27,12.7,6.0,22.0,66,0.0,,5.5,,1019.7,,
2021-12-28,12.3,7.3,19.3,60,0.0,,5.1,,1018.2,,
2021-12-29,11.4,7.5,17.8,64,0.0,,7.8,,1019.0,,
2021-12-30,11.1,6.3,17.7,68,0.0,,5.5,,1023.2,,
2021-12-31,11.3,6.8,18.5,69,0.0,,6.1,,1022.5,,
2022-01-01,11.3,6.5,18.3,67,0.0,,5.9,,1021.4,,
2022-01-02,11.9,7.0,19.1,69,0.0,,6.8,,1019.9,,
2022-01-03,13.0,8.2,20.3,62,0.0,,5.4,,1017.7,,
2022-01-04,13.6,10.3,17.8,65,0.4,,4.5,,1017.6,,
2022-01-05,13.9,12.3,17.2,75,0.0,,9.1,,1016.4,,
2022-01-06,14.7,10.9,19.5,77,31.0,,11.7,,1016.8,,
2022-01-07,16.2,11.3,19.5,78,6.1,,15.5,,1016.3,,
2022-01-08,15.1,12.0,21.0,80,26.9,,19.8,,1015.5,,
2022-01-09,11.9,11.1,21.0,83,31.0,,5.0,,1015.8,,
2022-01-10,12.5,10.4,16.8,85,23.1,,4.9,,1017.6,,
2022-01-11,11.9,8.5,16.8,79,0.0,,5.8,,1017.7,,
2022-01-12,11.2,7.2,17.0,82,0.0,,4.4,,1016.6,,
2022-01-13,11.4,7.8,16.5,79,0.0,,4.0,,1017.4,,
2022-01-14,10.3,6.0,15.6,81,0.0,,5.5,,1017.9,,
2022-01-15,9.7,5.4,15.0,79,0.0,,4.9,,1019.0,,
2022-01-16,10.7,7.2,15.0,80,0.0,,5.7,,1019.7,,
2022-01-17,9.7,6.9,13.2,90,0.1,,5.4,,1021.1,,
2022-01-18,9.9,9.1,12.0,86,0.0,,8.5,,1018.3,,
2022-01-19,11.0,6.9,14.7,85,1.8,,4.7,,1015.6,,
2022-01-20,12.2,9.5,14.6,83,0.3,,3.4,,1011.8,,
2022-01-21,13.0,6.3,19.5,81,0.0,,6.8,,1012.2,,
2022-01-22,12.8,9.8,19.5,71,0.0,,20.3,,1007.2,,
2022-01-23,11.7,10.7,16.0,87,46.0,,12.6,,1010.3,,
2022-01-24,11.9,10.7,14.0,84,38.1,,4.1,,1013.6,,
2022-01-25,11.6,9.5,14.0,82,1.0,,7.9,,1014.1,,
2022-01-26,12.7,10.6,16.6,80,0.0,,9.2,,1015.2,,
2022-01-27,10.8,7.0,16.2,73,0.0,,14.0,,1016.2,,
2022-01-28,10.9,7.2,16.1,67,0.0,,15.2,,1015.8,,
2022-01-29,12.1,8.2,17.8,69,0.0,,13.0,,1016.1,,
2022-01-30,13.1,9.4,19.2,68,0.0,,15.5,,1011.2,,
2022-01-31,12.0,6.8,17.8,71,0.0,,6.5,,1011.6,,
2022-02-01,12.3,7.3,18.6,73,0.0,,11.8,,1010.8,,
2022-02-02,12.8,8.7,17.7,68,0.2,,9.0,,1010.2,,
2022-02-03,11.4,10.1,14.5,82,3.0,,14.4,,1007.9,,
2022-02-04,9.9,6.5,13.0,82,22.1,,7.4,,1010.1,,
2022-02-05,11.8,4.7,19.0,80,2.0,,6.5,,1013.7,,
2022-02-06,12.4,7.0,19.5,74,0.0,,6.2,,1015.9,,
2022-02-07,12.8,8.0,20.1,66,0.0,,6.8,,1015.4,,
2022-02-08,13.4,9.4,19.6,65,0.0,,5.0,,1013.6,,
2022-02-09,13.4,9.1,18.5,67,0.1,,5.0,,1014.9,,
2022-02-10,12.4,7.2,18.6,64,0.0,,11.0,,1017.0,,
2022-02-11,12.9,10.0,18.0,61,0.0,,14.4,,1015.0,,
2022-02-12,13.6,10.0,19.5,62,0.0,,13.9,,1013.8,,
2022-02-13,13.0,7.5,19.9,67,0.0,,6.1,,1013.3,,
2022-02-14,13.3,8.2,19.8,72,0.0,,5.8,,1013.8,,
2022-02-15,13.9,8.3,20.3,70,0.0,,6.9,,1013.5,,
2022-02-16,14.6,9.5,21.0,65,0.0,,9.1,,1011.1,,
2022-02-17,15.2,10.0,22.0,53,0.0,,10.3,,1010.7,,
2022-02-18,15.0,9.1,21.8,52,0.0,,10.0,,1012.3,,
2022-02-19,15.5,9.8,21.8,52,0.0,,12.4,,1013.1,,
2022-02-20,15.3,11.3,20.6,54,0.0,,14.2,,1007.6,,
2022-02-21,14.9,9.8,22.0,57,0.0,,6.0,,1007.3,,
2022-02-22,18.2,10.6,24.3,45,0.2,,21.4,,1009.8,,
2022-02-23,19.3,14.6,24.7,48,0.5,,20.0,,1014.5,,
2022-02-24,17.7,12.7,24.8,67,0.0,,7.1,,1016.7,,
2022-02-25,16.0,9.3,22.4,60,0.5,,9.3,,1016.7,,
2022-02-26,14.2,11.1,25.0,64,1.0,,11.0,,1017.8,,
2022-02-27,15.9,9.8,23.0,66,4.1,,9.0,,1019.0,,
2022-02-28,17.6,9.0,24.1,59,0.0,,9.4,,1016.1,,
2022-03-01,16.7,11.6,23.3,62,0.0,,9.2,,1016.3,,
2022-03-02,17.2,10.8,24.2,60,0.0,,6.5,,1016.3,,
2022-03-03,17.6,13.1,24.2,61,0.9,,9.2,,1015.9,,
2022-03-04,18.6,12.8,25.5,62,0.0,,8.2,,1016.2,,
2022-03-05,18.1,12.3,24.8,58,0.0,,12.2,,1013.7,,
2022-03-06,18.6,13.8,24.8,63,0.0,,5.2,,1013.0,,
2022-03-07,19.7,15.5,25.6,60,0.0,,6.3,,1015.2,,
2022-03-08,20.0,12.4,28.2,52,0.0,,9.2,,1013.9,,
2022-03-09,21.0,14.9,28.1,43,0.0,,13.7,,1012.7,,
2022-03-10,21.0,14.7,27.9,50,0.0,,13.7,,1012.1,,
2022-03-11,21.6,15.1,28.5,54,0.0,,12.3,,1012.6,,
2022-03-12,22.1,15.0,29.3,48,0.0,,12.0,,1010.8,,
2022-03-13,23.2,17.2,30.4,52,0.0,,9.6,,1010.6,,
2022-03-14,23.5,16.7,31.2,54,0.0,,7.2,,1010.2,,
2022-03-15,25.3,18.1,32.8,52,0.0,,11.6,,1007.6,,
2022-03-16,26.5,21.0,33.8,45,0.0,,14.5,,1004.8,,
2022-03-17,25.9,19.3,31.8,53,0.0,,11.6,,1006.7,,
2022-03-18,27.1,21.9,32.5,60,0.0,,10.5,,1008.2,,
2022-03-19,26.3,20.7,32.7,57,0.0,,5.0,,1006.1,,
2022-03-20,25.6,19.5,32.8,46,0.0,,7.2,,1004.7,,
2022-03-21,25.7,18.3,33.9,39,0.0,,11.9,,1006.5,,
2022-03-22,26.0,20.6,32.4,32,0.0,,15.6,,1006.2,,
2022-03-23,26.1,20.0,33.1,35,0.0,,10.9,,1006.2,,
2022-03-24,26.6,17.9,34.6,32,0.0,,7.6,,1005.5,,
2022-03-25,25.1,18.0,32.0,32,0.0,,14.5,,1006.4,,
2022-03-26,24.7,18.0,31.4,35,0.0,,14.4,,1008.0,,
2022-03-27,26.7,19.8,34.2,32,0.0,,13.6,,1007.6,,
2022-03-28,26.8,18.5,35.2,29,0.0,,10.4,,1006.9,,
2022-03-29,28.4,21.6,35.7,26,0.0,,12.8,,1005.0,,
2022-03-30,28.0,21.2,36.4,25,0.0,,9.1,,1005.2,,
2022-03-31,27.7,21.1,35.9,25,0.0,,9.5,,1006.8,,
2022-04-01,27.3,20.3,34.6,31,0.0,,12.0,,1006.1,,
2022-04-02,27.5,19.7,35.5,25,0.0,,9.2,,1007.6,,
2022-04-03,27.4,19.4,35.7,21,0.0,,8.5,,1007.8,,
2022-04-04,28.3,21.4,36.2,18,0.0,,12.8,,1006.8,,
2022-04-05,28.6,21.6,35.9,21,0.0,,13.3,,1009.8,,
2022-04-06,29.3,22.2,36.1,22,0.0,,14.8,,1009.5,,
2022-04-07,29.6,22.2,37.3,23,0.0,,13.7,,1008.6,,
2022-04-08,30.5,23.7,38.2,22,0.0,,11.5,,1006.3,,
2022-04-09,30.9,24.8,37.9,20,0.0,,12.0,,1005.0,,
2022-04-10,30.8,23.0,38.2,20,0.0,,12.3,,1003.9,,
2022-04-11,32.3,25.2,39.4,19,0.0,,12.7,,1002.8,,
2022-04-12,31.1,23.1,37.6,22,0.0,,8.8,,1003.0,,
2022-04-13,30.6,24.4,36.3,28,0.0,,11.7,,1003.3,,
2022-04-14,29.9,23.5,36.2,21,0.0,,10.2,,1002.6,,
2022-04-15,27.7,21.7,38.9,24,0.0,,8.8,,1002.9,,
2022-04-16,27.8,19.5,35.9,29,0.0,,8.1,,1002.8,,
2022-04-17,29.1,20.6,37.1,26,0.0,,9.3,,1003.5,,
2022-04-18,30.4,20.4,39.3,24,0.0,,11.5,,1005.0,,
2022-04-19,32.1,23.9,38.9,20,0.0,,11.3,,1006.6,,
2022-04-20,31.9,24.2,38.6,20,0.0,,13.9,,1004.9,,
2022-04-21,30.5,23.9,35.6,22,0.0,,11.0,,1006.1,,
2022-04-22,28.8,22.2,37.0,27,0.0,,10.1,,1007.9,,
2022-04-23,29.8,22.7,36.3,22,0.0,,14.3,,1007.6,,
2022-04-24,30.3,24.0,36.3,20,0.0,,16.0,,1005.2,,
2022-04-25,30.9,24.3,38.1,20,0.0,,14.5,,1004.1,,
2022-04-26,31.3,23.1,38.2,19,0.0,,11.9,,1004.3,,
2022-04-27,32.2,24.5,39.2,19,0.0,,13.4,,1003.8,,
2022-04-28,33.6,25.1,40.4,18,0.0,,12.3,,1003.7,,
2022-04-29,33.9,26.0,41.0,18,0.0,,13.6,,1003.3,,
2022-04-30,33.3,24.3,41.0,20,0.0,,10.6,,1000.6,,
2022-05-01,31.5,26.6,37.1,30,0.4,,14.2,,1001.0,,
2022-05-02,31.2,26.4,36.4,37,0.3,,15.5,,1001.9,,
2022-05-03,30.0,25.5,35.1,46,1.0,,16.2,,1004.3,,
2022-05-04,28.6,24.6,34.2,45,3.6,,10.7,,1006.3,,
2022-05-05,30.0,22.4,36.2,34,0.0,,10.2,,1005.4,,
2022-05-06,30.9,23.5,37.6,27,0.0,,11.4,,1005.1,,
2022-05-07,30.0,22.5,37.1,32,0.0,,9.4,,1005.0,,
2022-05-08,30.8,23.3,37.9,33,0.0,,9.8,,1003.2,,
2022-05-09,30.8,25.9,36.3,41,0.2,,13.7,,1004.0,,
2022-05-10,31.2,26.4,36.7,45,0.0,,11.2,,1003.9,,
2022-05-11,31.7,25.2,38.4,42,0.0,,9.1,,1001.5,,
2022-05-12,32.9,26.7,39.7,38,0.0,,11.4,,1000.3,,
2022-05-13,33.6,27.3,41.0,31,0.0,,13.8,,997.1,,
2022-05-14,33.5,25.4,41.2,21,0.0,,10.4,,996.8,,
2022-05-15,34.0,25.4,41.6,23,0.0,,11.3,,998.2,,
2022-05-16,33.3,28.3,37.6,30,0.4,,10.5,,999.2,,
2022-05-17,31.8,26.7,37.7,32,0.0,,10.0,,1000.5,,
2022-05-18,32.5,23.2,40.3,28,5.1,,8.6,,1001.3,,
2022-05-19,33.7,26.4,41.0,28,0.0,,10.1,,1001.3,,
2022-05-20,34.0,25.5,41.5,22,0.0,,10.0,,997.7,,
2022-05-21,31.9,26.1,38.2,26,0.0,,12.5,,995.9,,
2022-05-22,30.7,24.1,38.0,30,0.0,,8.3,,994.7,,
2022-05-23,26.1,19.1,38.9,45,10.9,,21.3,,998.0,,
2022-05-24,24.5,20.0,30.7,56,3.0,,11.0,,1004.8,,
2022-05-25,28.9,20.7,35.1,46,1.0,,6.3,,1005.6,,
2022-05-26,30.7,23.7,36.6,,0.0,,,,,,
2022-05-28,30.3,24.6,36.4,52,0.0,,8.3,,997.7,,
2022-05-29,30.3,26.0,34.5,52,0.8,,7.8,,998.6,,
2022-05-30,31.5,26.7,36.7,46,0.0,,17.0,,999.1,,
2022-05-31,31.1,24.4,38.4,42,0.0,,7.3,,999.6,,
2022-06-01,32.3,23.9,39.1,27,0.0,,12.3,,999.7,,
2022-06-02,32.9,26.0,40.0,20,0.0,,11.5,,999.0,,
2022-06-03,32.9,25.3,39.9,20,0.0,,11.8,,998.3,,
2022-06-04,33.4,24.3,40.9,20,0.0,,12.2,,998.7,,
2022-06-05,34.0,26.2,41.8,19,0.0,,9.4,,998.7,,
2022-06-06,34.0,25.2,42.0,21,0.0,,8.6,,997.9,,
2022-06-07,34.5,26.2,42.0,21,0.0,,9.2,,997.5,,
2022-06-08,34.8,28.4,41.8,21,0.0,,11.3,,996.9,,
2022-06-09,34.6,26.5,41.9,20,0.0,,8.1,,996.1,,
2022-06-10,34.2,26.6,41.6,23,0.0,,9.9,,997.1,,
2022-06-11,34.7,27.5,42.6,22,0.0,,10.7,,997.3,,
2022-06-12,35.3,28.0,41.2,23,0.0,,9.0,,998.5,,
2022-06-13,35.6,27.9,41.7,24,0.0,,12.6,,1000.0,,
2022-06-14,35.3,28.6,41.6,24,0.0,,13.5,,998.9,,
2022-06-15,35.6,29.0,41.3,27,0.0,,12.6,,997.8,,
2022-06-16,30.1,24.7,42.6,39,11.9,,7.1,,999.0,,
2022-06-17,26.6,21.7,37.0,55,18.0,,6.7,,1000.0,,
2022-06-18,25.8,23.0,31.6,76,1.0,,8.7,,1001.7,,
2022-06-19,27.9,22.7,31.3,69,0.5,,4.3,,1000.8,,
2022-06-20,27.2,22.5,34.0,67,0.0,,5.2,,999.2,,
2022-06-21,27.7,22.4,34.0,66,4.1,,9.7,,998.8,,
2022-06-22,29.5,26.3,34.9,64,0.5,,9.8,,1003.6,,
2022-06-23,30.5,24.2,36.7,59,0.0,,13.8,,1003.8,,
2022-06-24,29.0,23.7,34.6,52,0.0,,12.0,,1001.1,,
2022-06-25,30.1,23.8,36.0,51,0.0,,6.0,,999.1,,
2022-06-26,31.7,26.5,36.1,51,0.0,,8.2,,1000.7,,
2022-06-27,32.1,28.8,36.0,58,0.1,,9.7,,1001.6,,
2022-06-28,31.6,27.3,36.6,63,3.0,,7.8,,998.6,,
2022-06-29,29.2,25.7,32.4,76,25.9,,10.8,,996.4,,
2022-06-30,25.9,24.8,27.3,87,49.3,,15.2,,999.5,,
2022-07-01,27.2,23.9,30.6,81,3.8,,6.0,,999.9,,
2022-07-02,30.8,26.9,34.8,77,4.1,,5.6,,998.3,,
2022-07-03,30.7,25.2,34.8,79,26.9,,10.7,,999.7,,
2022-07-04,32.8,28.5,36.5,76,0.0,,6.0,,999.1,,
2022-07-05,30.1,27.0,33.8,73,0.7,,6.9,,998.9,,
2022-07-06,28.4,24.1,35.8,74,97.0,,8.3,,1002.1,,
2022-07-07,31.9,27.6,35.2,76,1.0,,8.5,,1003.9,,
2022-07-08,32.0,28.8,37.0,76,0.0,,5.9,,1001.0,,
2022-07-09,27.7,25.3,37.0,83,0.0,,9.7,,999.7,,
2022-07-10,28.1,24.6,28.7,88,58.9,,7.6,,1001.2,,
2022-07-11,31.2,26.4,36.1,78,3.0,,4.2,,1000.9,,
2022-07-12,30.2,27.4,36.1,82,0.5,,6.9,,1000.7,,
2022-07-13,30.0,27.7,35.0,78,0.0,,6.4,,998.8,,
2022-07-14,28.2,26.1,35.0,74,14.0,,5.8,,998.7,,
2022-07-15,30.0,22.7,36.0,70,59.9,,5.4,,1000.9,,
2022-07-16,31.1,26.1,37.1,68,0.0,,5.3,,1001.1,,
2022-07-17,28.4,24.3,37.1,76,52.1,,6.7,,1003.0,,
2022-07-18,32.6,26.6,37.0,73,4.1,,5.0,,1001.4,,
2022-07-19,32.3,28.4,37.1,78,0.0,,6.7,,1000.0,,
2022-07-20,28.5,25.6,37.1,87,0.0,,7.4,,999.8,,
2022-07-21,26.9,23.8,32.0,90,20.1,,9.4,,1002.3,,
2022-07-22,29.8,26.7,33.3,82,32.0,,8.1,,1003.9,,
2022-07-23,30.2,25.5,35.0,78,0.0,,5.2,,1003.3,,
2022-07-24,30.1,26.7,35.6,72,0.5,,7.7,,1002.7,,
2022-07-25,31.6,27.3,35.6,71,0.5,,12.7,,1004.9,,
2022-07-26,30.0,28.9,35.0,78,0.0,,8.7,,1006.1,,
2022-07-27,28.0,25.5,30.9,78,0.6,,9.7,,1005.6,,
2022-07-28,27.2,25.0,29.6,83,1.5,,10.9,,1006.0,,
2022-07-29,28.8,24.1,33.4,92,0.3,,8.7,,1005.2,,
2022-07-30,27.6,25.5,32.4,94,23.9,,6.3,,1003.6,,
2022-07-31,26.6,23.6,30.0,94,0.8,,8.4,,1001.4,,
2022-08-01,28.9,25.8,32.2,89,53.1,,6.7,,1001.2,,
2022-08-02,30.4,26.4,34.7,82,0.8,,8.1,,1000.0,,
2022-08-03,30.2,27.1,34.7,79,0.0,,6.1,,1002.3,,
2022-08-04,29.7,26.6,33.3,85,0.0,,8.0,,1003.3,,
2022-08-05,29.1,25.2,33.3,86,0.0,,7.1,,1001.9,,
2022-08-06,31.0,26.6,35.4,83,0.0,,3.8,,999.5,,
2022-08-07,26.6,23.9,29.7,87,6.7,,9.7,,1000.1,,
2022-08-08,31.4,27.6,36.3,78,0.0,,3.7,,999.6,,
2022-08-09,32.0,28.1,36.8,75,2.0,,4.9,,999.3,,
2022-08-10,32.7,27.8,36.8,73,0.0,,7.5,,997.7,,3
2022-08-11,27.7,25.0,36.4,74,5.1,,10.0,,1000.6,,7
2022-08-12,31.4,25.1,35.8,69,0.3,,6.7,,1000.3,,0
2022-08-13,31.9,27.1,35.8,76,0.0,,6.5,,1000.1,,1
2022-08-14,28.0,25.5,32.2,84,10.9,,4.8,,1002.1,,4
2022-08-15,26.8,25.4,28.1,82,1.9,,7.4,,1004.2,,8
2022-08-16,27.9,24.9,31.2,75,0.2,,7.5,,1003.2,,8
2022-08-17,28.1,25.2,34.0,75,1.6,,15.1,,1003.4,,2
2022-08-18,28.2,25.1,32.1,77,0.8,,5.3,,1001.8,,1
2022-08-19,28.8,27.2,34.5,82,0.0,,11.3,,1001.6,,5
2022-08-20,28.2,24.5,33.5,87,4.1,,4.2,,1003.3,,8
2022-08-21,30.1,25.4,34.8,76,21.1,,9.9,,1001.1,,7
2022-08-22,31.1,26.6,35.2,78,0.0,,6.8,,999.6,,3
2022-08-23,29.0,25.6,32.8,75,0.0,,10.0,,1002.3,,2
2022-08-24,27.8,26.5,29.7,78,2.1,,15.1,,1005.7,,5
2022-08-25,27.4,24.8,31.2,82,3.0,,5.0,,1004.9,,4
